Store ID ,Country,Store_Area,Items_Available,Daily_Customer_Count,Store_Sales
STORE004,Greenland,1609,1924,1170,63050
STORE004,Greenland,1495,1793,1020,65300
STORE004,Greenland,1769,2153,580,69560
STORE004,Greenland,1693,2032,610,41910
STORE004,Greenland,1247,1497,590,28330
STORE004,Greenland,1502,1815,190,55980
STORE004,Greenland,1360,1612,490,61080
STORE004,Greenland,1542,1844,680,51380
STORE004,Greenland,1631,1947,670,84410
STORE004,Greenland,1246,1482,1070,60680
STORE004,Greenland,1990,2384,1110,64690
STORE004,Greenland,967,1154,560,45780
STORE004,Greenland,1582,1894,1100,41800
STORE004,Greenland,1430,1743,970,53230
STORE004,Greenland,1827,2160,930,36160
STORE004,Greenland,1118,1338,1040,40450
STORE004,Greenland,1766,2109,1120,57910
STORE004,Greenland,1799,2173,910,36280
STORE004,Greenland,1167,1411,440,39190
STORE004,Greenland,1493,1795,530,62380
STORE004,Greenland,1445,1734,900,21470
STORE004,Greenland,1033,1237,740,34610
STORE004,Greenland,1440,1711,1020,88120
STORE004,Greenland,1487,1773,970,59190
STORE004,Greenland,1854,2205,890,36290
STORE004,Greenland,1748,2086,550,53760
STORE004,Greenland,1937,2310,520,66300
STORE004,Greenland,1641,1999,950,93000
STORE004,Greenland,1659,1999,650,65660
STORE004,Greenland,1743,2061,860,81930
STORE004,Greenland,1449,1733,320,60060
STORE004,Greenland,1098,1309,860,59530
STORE004,Greenland,1121,1351,900,46380
STORE004,Greenland,1526,1858,550,76200
STORE004,Greenland,1358,1645,770,56860
STORE004,Greenland,1336,1616,710,86620
STORE004,Greenland,1502,1802,840,49730
STORE004,Greenland,1534,1858,860,88370
STORE004,Greenland,1418,1699,870,49160
STORE004,Greenland,854,1018,660,77740
STORE004,Greenland,1450,1728,930,38560
STORE004,Greenland,1474,1776,1020,51990
STORE004,Greenland,1524,1819,1190,39970
STORE004,Greenland,1361,1638,1140,46040
STORE004,Greenland,1398,1683,490,49500
STORE004,Greenland,1085,1308,1170,76670
STORE004,Greenland,1660,1979,480,75800
STORE004,Greenland,1648,2017,930,81720
STORE004,Greenland,1453,1749,890,58440
STORE004,Greenland,1323,1591,680,85720
STORE004,Greenland,1385,1643,740,70940
STORE004,Greenland,1250,1506,990,62420
STORE004,Greenland,1389,1683,680,56880
STORE004,Greenland,1486,1758,820,101820
STORE004,Greenland,1655,1993,440,86890
STORE004,Greenland,1645,1963,900,47300
STORE004,Greenland,1464,1771,1080,31270
STORE004,Greenland,1197,1428,830,65410
STORE004,Greenland,1878,2264,310,54200
STORE004,Greenland,1150,1378,730,67390
STORE004,Greenland,1562,1881,740,54530
STORE004,Greenland,1596,1939,960,79760
STORE004,Greenland,1119,1345,790,78060
STORE004,Greenland,1116,1347,700,74080
STORE004,Greenland,1934,2349,750,52990
STORE004,Greenland,1299,1540,590,70580
STORE004,Greenland,1417,1689,570,34310
STORE004,Greenland,1235,1503,660,74160
STORE004,Greenland,1497,1815,700,59190
STORE004,Greenland,1430,1704,1070,43370
STORE004,Greenland,1537,1877,660,17670
STORE004,Greenland,1444,1742,840,56710
STORE004,Greenland,1477,1798,850,59820
STORE004,Greenland,1041,1246,600,36190
STORE004,Greenland,1226,1472,710,60440
STORE004,Greenland,1489,1783,450,75300
STORE004,Greenland,1549,1871,740,74080
STORE004,Greenland,1073,1280,1240,60440
STORE004,Greenland,1473,1785,570,80720
STORE004,Greenland,2013,2396,580,47060
STORE004,Greenland,1975,2368,450,86830
STORE004,Greenland,1561,1877,790,56790
STORE004,Greenland,1427,1723,1040,67090
STORE004,Greenland,1441,1747,670,44370
STORE004,Greenland,1275,1548,370,82970
STORE004,Greenland,1574,1876,620,56230
STORE004,Greenland,1511,1791,1010,53760
STORE004,Greenland,1428,1713,550,55390
STORE004,Greenland,1388,1672,800,73500
STORE004,Greenland,1057,1280,610,41050
STORE004,Greenland,1440,1747,1090,67320
STORE004,Greenland,1349,1610,700,65890
STORE004,Greenland,1536,1808,830,56380
STORE004,Greenland,2019,2420,850,85670
STORE004,Greenland,1236,1508,1260,70830
STORE004,Greenland,1436,1715,1030,48180
STORE004,Greenland,1862,2248,1160,51910
STORE004,Greenland,1200,1442,880,44320
STORE004,Greenland,1360,1650,420,58940
STORE004,Greenland,1722,2078,770,73610
STORE004,Greenland,1577,1902,910,54060
STORE004,Greenland,1850,2214,1110,85000
STORE004,Greenland,1447,1730,510,49030
STORE004,Greenland,1496,1800,780,63300
STORE004,Greenland,1679,2008,790,84300
STORE004,Greenland,994,1194,1090,81390
STORE004,Greenland,1354,1635,1270,95900
STORE004,Greenland,1597,1918,1260,71830
STORE004,Greenland,1873,2252,330,79310
STORE004,Greenland,1218,1459,540,87890
STORE004,Greenland,1458,1746,720,48610
STORE004,Greenland,1546,1860,670,73160
STORE004,Greenland,1608,1962,770,36280
STORE004,Greenland,1822,2160,860,49720
STORE004,Greenland,1716,2038,410,44400
STORE004,Greenland,1072,1296,900,47590
STORE004,Greenland,1330,1604,480,51460
STORE004,Greenland,1588,1892,540,57750
STORE004,Greenland,1425,1733,760,66000
STORE004,Greenland,1778,2133,280,45950
STORE004,Greenland,1363,1630,1120,53900
STORE004,Greenland,1609,1928,160,37920
STORE004,Greenland,1671,2024,620,63100
STORE004,Greenland,1379,1636,440,36770
STORE004,Greenland,1218,1452,870,43910
STORE004,Greenland,1724,2101,900,66390
STORE004,Greenland,986,1179,710,59160
STORE004,Greenland,1330,1606,590,38510
STORE004,Greenland,1437,1725,910,46220
STORE004,Greenland,1327,1609,1320,41500
STORE004,Greenland,1651,2009,1000,58160
STORE004,Greenland,1211,1462,670,38530
STORE004,Greenland,1916,2277,610,55880
STORE004,Greenland,1638,1937,1050,70940
STORE004,Greenland,1172,1413,480,53940
STORE004,Greenland,1350,1606,770,43030
STORE004,Greenland,1528,1843,340,59820
STORE004,Greenland,1305,1557,580,55500
STORE004,Greenland,1463,1751,900,49990
STORE004,Greenland,1409,1727,700,42980
STORE004,Greenland,1419,1743,860,65970
STORE004,Greenland,1535,1819,540,59290
STORE004,Greenland,1474,1745,970,63020
STORE004,Greenland,919,1099,1560,73810
STORE004,Greenland,2067,2492,790,70230
STORE004,Greenland,1977,2362,1020,59950
STORE004,Greenland,1293,1558,790,78100
STORE004,Greenland,1477,1790,880,16370
STORE004,Greenland,1582,1906,550,92640
STORE004,Greenland,1481,1789,550,63540
STORE004,Greenland,1214,1455,950,87220
STORE004,Greenland,1206,1460,810,41990
STORE004,Greenland,1653,1982,390,79410
STORE004,Greenland,1152,1393,860,54380
STORE004,Greenland,1458,1757,850,58600
STORE004,Greenland,1249,1510,660,48950
STORE004,Greenland,1939,2333,830,40670
STORE004,Greenland,1591,1919,640,52340
STORE004,Greenland,1180,1397,750,39140
STORE004,Greenland,1846,2195,1170,41090
STORE004,Greenland,780,951,790,25600
STORE004,Greenland,1565,1854,900,100900
STORE004,Greenland,1648,1959,370,77080
STORE004,Greenland,1775,2104,980,105150
STORE004,Greenland,1439,1732,1170,80580
STORE004,Greenland,1487,1776,800,46230
STORE004,Greenland,1800,2158,1100,98260
STORE004,Greenland,1690,2024,1070,75930
STORE004,Greenland,1209,1452,830,52050
STORE004,Greenland,1859,2222,1210,87000
STORE004,Greenland,1691,2023,540,60270
STORE004,Greenland,1259,1493,100,88270
STORE005,China,1771,2138,820,57820
STORE005,China,1205,1468,1210,61210
STORE005,China,1792,2131,810,76420
STORE005,China,1263,1516,780,70980
STORE005,China,1344,1605,1160,76740
STORE005,China,1819,2187,590,47920
STORE005,China,1357,1625,1140,52160
STORE005,China,1396,1673,690,32740
STORE005,China,1118,1337,560,72270
STORE005,China,1655,1986,1150,77430
STORE005,China,1156,1398,140,92370
STORE005,China,1451,1734,670,34880
STORE005,China,1539,1829,650,46580
STORE005,China,1549,1851,1220,70620
STORE005,China,1582,1910,1080,66390
STORE005,China,1387,1663,850,82080
STORE005,China,1200,1436,1060,76440
STORE005,China,1299,1560,770,96610
STORE005,China,1174,1429,1110,54340
